종목명,현재가,대비,대비(%),거래량,L(일봉)H,종목코드,거래량 (G),거래대금(만원) (H),매출액 영업이익률(%) (L),결산기준 (L),매출액 순이익률(%) (M),결산기준 (M),매출액(백만원) (A1),결산기준 (A1),매출액(백만원) (B1),결산기준 (B1),매출액(백만원) (C1),결산기준 (C1)
KB금융,"47,000","1,200",2.62,"4,056,148",2.62,A105560,"4,056,148","18,971,092",9.52,Dec-19,7.02,Dec-19,"47,169,682",Dec-19,"42,027,106",Dec-18,"39,229,265",Dec-17
디케이락,"13,000",,0,"54,939",0,A105740,"54,939","70,405",13.23,Dec-19,11.42,Dec-19,"74,368",Dec-19,"66,504",Dec-18,"53,555",Dec-17
대양전기공업,"15,950",-300,-1.85,"57,176",-1.85,A108380,"57,176","89,984",8.4,Dec-19,7.06,Dec-19,"176,919",Dec-19,"122,939",Dec-18,"143,063",Dec-17
로보티즈,"17,250",,0,"124,177",0,A108490,"124,177","209,621",6.67,Dec-19,9.83,Dec-19,"25,231",Dec-19,"24,266",Dec-18,"17,913",Dec-17
디에스케이,"6,480",-30,-0.46,"26,188",-0.46,A109740,"26,188","16,881",7.16,Dec-19,5.09,Dec-19,"76,480",Dec-19,"117,907",Dec-18,"103,291",Dec-17
디아이티,"9,420",90,0.96,"31,691",0.96,A110990,"31,691","29,550",11.08,Dec-19,11.09,Dec-19,"118,760",Dec-19,"76,871",Dec-18,"85,994",Dec-17
남화산업,"12,450",350,2.89,"387,768",2.89,A111710,"387,768","479,095",36.95,Dec-19,20.52,Dec-19,"15,007",Dec-19,"13,448",Dec-18,"14,214",Dec-17
영원무역,"42,900",-50,-0.12,"154,154",-0.12,A111770,"154,154","652,852",9.95,Dec-19,7.3,Dec-19,"2,388,266",Dec-19,"2,101,268",Dec-18,"2,009,311",Dec-17
GKL,"17,250",200,1.17,"1,126,600",1.17,A114090,"1,126,600","1,927,880",19.73,Dec-19,14.75,Dec-19,"490,752",Dec-19,"480,339",Dec-18,"501,295",Dec-17
연우,"26,000",-100,-0.38,"25,869",-0.38,A115960,"25,869","66,602",7.63,Dec-19,5.7,Dec-19,"294,610",Dec-19,"272,929",Dec-18,"229,295",Dec-17
인터로조,"21,100",100,0.48,"32,459",0.48,A119610,"32,459","68,081",24.43,Dec-19,18.96,Dec-19,"92,568",Dec-19,"79,428",Dec-18,"80,618",Dec-17
다나와,"32,850",-650,-1.94,"52,661",-1.94,A119860,"52,661","172,470",17.07,Dec-19,14.12,Dec-19,"166,960",Dec-19,"106,301",Dec-18,"107,606",Dec-17
대정화금,"27,300",-650,-2.33,"38,165",-2.33,A120240,"38,165","104,332",13.02,Dec-19,7.62,Dec-19,"79,606",Dec-19,"73,830",Dec-18,"66,494",Dec-17
나노신소재,"27,000",-400,-1.46,"195,784",-1.46,A121600,"195,784","516,682",10.52,Dec-19,11.86,Dec-19,"48,892",Dec-19,"52,249",Dec-18,"45,568",Dec-17
제노레이,"9,460",260,2.83,"559,647",2.83,A122310,"559,647","536,623",18.03,Dec-20,16.48,Dec-20,"61,688",Dec-20,"65,105",Dec-19,"56,289",Dec-18
KMH,"11,300",-100,-0.88,"888,223",-0.88,A122450,"888,223","1,042,277",17.4,Dec-19,9.53,Dec-19,"258,032",Dec-19,"192,602",Dec-18,"165,147",Dec-17
와이솔,"13,550",-100,-0.73,"269,596",-0.73,A122990,"269,596","360,572",10.78,Dec-19,8.21,Dec-19,"370,317",Dec-19,"366,249",Dec-18,"446,122",Dec-17
한국자산신탁,"3,980",-30,-0.75,"352,881",-0.75,A123890,"352,881","141,222",51.09,Dec-19,40.13,Dec-19,"223,263",Dec-19,"226,570",Dec-18,"222,484",Dec-17
현대퓨처넷,"4,940","1,140",30,"36,709,897",30,A126560,"36,709,897","16,953,995",13.93,Dec-19,12.91,Dec-19,"292,866",Dec-19,"289,738",Dec-18,"290,236",Dec-17
아시아경제,"2,190",-5,-0.23,"91,423",-0.23,A127710,"91,423","19,825",8.53,Dec-19,10.64,Dec-19,"38,372",Dec-19,"38,402",Dec-18,"35,946",Dec-17
한미약품,"312,000","-6,500",-2.04,"51,084",-2.04,A128940,"51,084","1,597,046",9.33,Dec-19,5.73,Dec-19,"1,113,649",Dec-19,"1,015,962",Dec-18,"916,586",Dec-17
한전산업,"4,570",-80,-1.72,"141,642",-1.72,A130660,"141,642","64,568",6.87,Dec-19,5.51,Dec-19,"313,566",Dec-19,"262,536",Dec-18,"337,995",Dec-17
디에이치피코리아,"7,890",-90,-1.13,"71,566",-1.13,A131030,"71,566","56,215",25.13,Dec-19,24.15,Dec-19,"60,441",Dec-19,"49,624",Dec-18,"49,808",Dec-17
티에스이,"49,050",-350,-0.71,"134,110",-0.71,A131290,"134,110","642,754",10.78,Dec-19,8.35,Dec-19,"191,490",Dec-19,"184,431",Dec-18,"185,749",Dec-17
알서포트,"8,500",-100,-1.16,"263,071",-1.16,A131370,"263,071","222,812",20.36,Dec-19,31.14,Dec-19,"28,486",Dec-19,"24,704",Dec-18,"23,077",Dec-17
피앤이솔루션,"21,400",-100,-0.47,"371,980",-0.47,A131390,"371,980","787,675",12.07,Dec-19,10.82,Dec-19,"147,158",Dec-19,"102,753",Dec-18,"73,627",Dec-17
테스나,"45,200",-450,-0.99,"218,855",-0.99,A131970,"218,855","971,820",24.98,Dec-19,22.12,Dec-19,"96,831",Dec-19,"65,267",Dec-18,"47,188",Dec-17
윈스,"16,250",50,0.31,"79,273",0.31,A136540,"79,273","126,532",18.75,Dec-19,18.25,Dec-19,"82,104",Dec-19,"70,658",Dec-18,"71,987",Dec-17
제이씨케미칼,"6,130",-80,-1.29,"310,005",-1.29,A137950,"310,005","187,044",6.41,Dec-19,5.76,Dec-19,"202,369",Dec-19,"181,260",Dec-18,"171,757",Dec-17
오이솔루션,"45,400","1,400",3.18,"119,575",3.18,A138080,"119,575","538,926",27.71,Dec-19,21.91,Dec-19,"210,283",Dec-19,"81,504",Dec-18,"76,593",Dec-17
BNK금융지주,"6,260",-130,-2.03,"2,501,543",-2.03,A138930,"2,501,543","1,584,150",15.28,Dec-19,11.34,Dec-19,"5,279,524",Dec-19,"5,098,607",Dec-18,"4,809,784",Dec-17
DGB금융지주,"7,520",-60,-0.79,"1,580,776",-0.79,A139130,"1,580,776","1,197,159",8.72,Dec-19,7.32,Dec-19,"4,955,043",Dec-19,"4,157,527",Dec-18,"3,641,768",Dec-17
파크시스템스,"118,200","-2,800",-2.31,"59,113",-2.31,A140860,"59,113","692,114",15.46,Dec-19,16.37,Dec-19,"51,973",Dec-19,"41,810",Dec-18,"32,882",Dec-17
비아트론,"11,200",-200,-1.75,"180,969",-1.75,A141000,"180,969","199,949",7.58,Dec-19,9.61,Dec-19,"49,953",Dec-19,"129,129",Dec-18,"100,780",Dec-17
레고켐바이오,"56,600","-1,400",-2.41,"235,228",-2.41,A141080,"235,228","1,326,543",21.66,Dec-19,29.35,Dec-19,"54,521",Dec-19,"22,884",Dec-18,"20,876",Dec-17
사람인에이치알,"29,600",-400,-1.33,"18,988",-1.33,A143240,"23,667","56,057",29.17,Dec-19,27.21,Dec-19,"93,567",Dec-19,"86,145",Dec-18,"81,347",Dec-17
뉴파워프라즈마,"6,150",20,0.33,"238,206",0.33,A144960,"238,206","144,688",6.07,Dec-19,8.8,Dec-19,"60,165",Dec-19,"73,411",Dec-18,"104,494",Dec-17
휴젤,"162,100","2,100",1.31,"114,591",1.31,A145020,"114,591","1,822,984",33.28,Dec-19,24.57,Dec-19,"204,567",Dec-19,"182,391",Dec-18,"182,085",Dec-17
덴티움,"61,900","1,800",3,"116,629",3,A145720,"116,629","705,767",17.68,Dec-19,5.43,Dec-19,"252,587",Dec-19,"186,316",Dec-18,"150,645",Dec-17
제룡산업,"6,390",-10,-0.16,"44,093",-0.16,A147830,"44,093","27,897",5.48,Dec-19,9.38,Dec-19,"27,124",Dec-19,"32,042",Dec-18,"34,296",Dec-17
세경하이테크,"21,050",,0,"49,014",0,A148150,"49,014","101,561",8.31,Dec-19,7.51,Dec-19,"281,348",Dec-19,"256,592",Dec-18,"102,214",Dec-17
아바텍,"17,050",650,3.96,"154,830",3.96,A149950,"154,830","246,183",7.2,Dec-19,9.6,Dec-19,"75,410",Dec-19,"74,333",Dec-18,"95,628",Dec-17
하이로닉,"5,710",-120,-2.06,"141,565",-2.06,A149980,"141,565","80,353",12.98,Dec-19,15.15,Dec-19,"20,128",Dec-19,"20,327",Dec-18,"18,132",Dec-17
KG ETS,"6,160",,0,"997,162",0,A151860,"997,162","610,472",9.86,Dec-19,60.78,Dec-19,"160,879",Dec-19,"123,739",Dec-18,"108,801",Dec-17
한국타이어앤테크놀로지,"46,400","-1,600",-3.33,"574,812",-3.33,A161390,"574,812","2,659,239",7.9,Dec-19,6.24,Dec-19,"6,883,268",Dec-19,"6,795,088",Dec-18,"6,812,857",Dec-17
하나머티리얼즈,"33,800",-600,-1.74,"191,679",-1.74,A166090,"191,679","640,511",26.41,Dec-19,17.86,Dec-19,"154,826",Dec-19,"165,203",Dec-18,"102,914",Dec-17
엠브레인,"8,880",-130,-1.44,"112,032",-1.44,A169330,"112,032","99,000",11.23,Jun-20,9.36,Jun-20,"41,119",Jun-20,"39,074",Jun-19,"35,086",Jun-18
파이오링크,"12,650",-100,-0.78,"46,706",-0.78,A170790,"46,706","58,455",11.82,Dec-19,16.01,Dec-19,"35,120",Dec-19,"27,358",Dec-18,"29,431",Dec-17
동아에스티,"82,800",,0,"21,655",0,A170900,"21,655","178,429",9.24,Dec-19,11.58,Dec-19,"612,310",Dec-19,"567,433",Dec-18,"555,026",Dec-17
램테크놀러지,"6,270",20,0.32,"42,701",0.32,A171010,"42,701","26,618",10.35,Dec-19,7.31,Dec-19,"43,411",Dec-19,"32,617",Dec-18,"24,427",Dec-17
선익시스템,"18,600",,0,"10,751,389",0,A171090,"10,751,389","21,364,941",13.03,Dec-19,8.15,Dec-19,"87,647",Dec-19,"117,997",Dec-18,"123,595",Dec-17
라이온켐텍,"8,180",170,2.12,"119,517",2.12,A171120,"119,517","96,121",7.39,Dec-19,6.86,Dec-19,"156,075",Dec-19,"137,943",Dec-18,"131,372",Dec-17
JB금융지주,"6,020",-40,-0.66,"551,962",-0.66,A175330,"551,962","334,264",20.14,Dec-19,15.04,Dec-19,"2,408,406",Dec-19,"2,448,929",Dec-18,"2,291,918",Dec-17
서진시스템,"43,900","4,700",11.99,"1,396,408",11.99,A178320,"1,396,408","5,922,348",13.86,Dec-19,12.49,Dec-19,"392,360",Dec-19,"324,577",Dec-18,"237,945",Dec-17
PI첨단소재,"42,750",-250,-0.58,"242,344",-0.58,A178920,"242,344","1,013,746",15.02,Dec-19,7.92,Dec-19,"223,682",Dec-19,"245,472",Dec-18,"216,379",Dec-17
엠아이텍,"4,440",-60,-1.33,"158,217",-1.33,A179290,"158,217","69,741",10.32,Dec-19,11.22,Dec-19,"32,654",Dec-19,"29,599",Dec-18,"22,540",Dec-17
유티아이,"16,950",,0,"55,108",0,A179900,"55,108","90,551",10.03,Dec-19,7.79,Dec-19,"63,087",Dec-19,"47,977",Dec-18,"50,909",Dec-17
코미코,"55,000","-1,800",-3.17,"77,670",-3.17,A183300,"77,670","422,914",19.9,Dec-19,13.15,Dec-19,"173,461",Dec-19,"166,567",Dec-18,"125,056",Dec-17
그린플러스,"12,500",,0,"86,868",0,A186230,"86,868","106,501",10.4,Dec-19,5.19,Dec-19,"48,831",Dec-19,"46,357",Dec-18,"43,782",Dec-17
디바이스이엔지,"37,700",-300,-0.79,"99,058",-0.79,A187870,"99,058","369,385",10.22,Dec-19,10.76,Dec-19,"43,228",Dec-19,"93,160",Dec-18,"115,287",Dec-17
인텔리안테크,"76,500","-3,300",-4.14,"326,960",-4.14,A189300,"326,960","2,459,300",6.97,Dec-19,6.79,Dec-19,"117,971",Dec-19,"109,807",Dec-18,"83,722",Dec-17
포시에스,"7,220",-80,-1.1,"22,300",-1.1,A189690,"22,300","15,889",22.06,Jun-20,23.63,Jun-20,"21,699",Jun-20,"19,745",Jun-19,"18,083",Jun-18
흥국에프엔비,"3,360",220,7.01,"19,321,901",7.01,A189980,"19,321,901","6,520,863",10.81,Dec-19,9.86,Dec-19,"53,767",Dec-19,"47,651",Dec-18,"44,898",Dec-17
더블유게임즈,"55,700",-300,-0.54,"48,234",-0.54,A192080,"48,234","267,179",30.09,Dec-19,21.46,Dec-19,"513,847",Dec-19,"483,010",Dec-18,"319,345",Dec-17
케이사인,"2,170",-40,-1.81,"10,787,926",-1.81,A192250,"10,787,926","2,291,226",14.55,Dec-19,14.02,Dec-19,"26,004",Dec-19,"23,685",Dec-18,"26,489",Dec-17
슈피겐코리아,"58,500",-700,-1.18,"33,365",-1.18,A192440,"33,365","194,252",14.29,Dec-19,13.05,Dec-19,"308,557",Dec-19,"266,865",Dec-18,"224,993",Dec-17
노바렉스,"40,400",350,0.87,"54,565",0.87,A194700,"54,565","216,878",10.25,Dec-19,9.11,Dec-19,"159,100",Dec-19,"107,311",Dec-18,"80,853",Dec-17
엔피디,"3,840",-20,-0.52,"69,235",-0.52,A198080,"69,235","26,541",8.5,Dec-19,5.22,Dec-19,"308,704",Dec-19,"259,266",Dec-18,"151,756",Dec-17
콜마비앤에이치,"49,250",-550,-1.1,"165,005",-1.1,A200130,"165,005","804,683",16.88,Dec-19,12.47,Dec-19,"438,905",Dec-19,"386,365",Dec-18,"337,569",Dec-17
에이팩트,"6,850",20,0.29,"120,821",0.29,A200470,"120,821","81,915",17.44,Dec-19,8.94,Dec-19,"46,841",Dec-19,"47,115",Dec-18,"22,643",Dec-17
휴메딕스,"22,650",50,0.22,"45,263",0.22,A200670,"45,263","101,714",16.89,Dec-19,15.43,Dec-19,"78,618",Dec-19,"64,831",Dec-18,"54,727",Dec-17
비씨월드제약,"17,700",-150,-0.84,"37,180",-0.84,A200780,"37,180","65,885",5.75,Dec-20,5.61,Dec-20,"56,933",Dec-20,"51,733",Dec-19,"55,114",Dec-18
미투온,"6,930",-220,-3.08,"1,848,319",-3.08,A201490,"1,848,319","1,300,850",33.97,Dec-19,23.4,Dec-19,"119,101",Dec-19,"98,771",Dec-18,"27,209",Dec-17
유니온커뮤니티,"4,285",-145,-3.27,"114,185",-3.27,A203450,"114,185","49,187",8.5,Dec-19,9.98,Dec-19,"40,989",Dec-19,"35,975",Dec-18,"37,341",Dec-17
드림시큐리티,"4,140",-30,-0.72,"1,424,234",-0.72,A203650,"1,424,234","584,229",6.15,Dec-19,8.77,Dec-19,"28,815",Dec-19,"28,316",Dec-18,"24,768",Dec-17
제이앤티씨,"10,050",50,0.5,"105,922",0.5,A204270,"105,922","105,342",24.72,Dec-19,22.71,Dec-19,"386,150",Dec-19,"229,357",Dec-18,"268,255",Dec-17
글로벌텍스프리,"3,110",5,0.16,"195,237",0.16,A204620,"195,237","60,483",11.59,Dec-19,9.72,Dec-19,"59,766",Dec-19,"41,536",Dec-18,"32,962",Dec-17
엑셈,"4,410",-30,-0.68,"336,762",-0.68,A205100,"336,762","145,740",18.32,Dec-19,14.14,Dec-19,"34,454",Dec-19,"32,359",Dec-18,"33,716",Dec-17
베노홀딩스,"6,220",-30,-0.48,"76,086",-0.48,A206400,"76,086","46,840",17.11,Dec-19,11.75,Dec-19,"15,950",Dec-19,"15,012",Dec-18,"18,892",Dec-17
바디텍메드,"16,700",-200,-1.18,"132,319",-1.18,A206640,"132,319","219,025",20.63,Dec-19,16.34,Dec-19,"72,798",Dec-19,"66,204",Dec-18,"52,593",Dec-17
미스터블루,"10,100",-200,-1.94,"116,838",-1.94,A207760,"116,838","117,865",21.7,Dec-19,18.85,Dec-19,"63,888",Dec-19,"30,977",Dec-18,"30,160",Dec-17
삼성바이오로직스,"719,000","-29,000",-3.88,"140,641",-3.88,A207940,"140,641","10,131,395",13.08,Dec-19,28.92,Dec-19,"701,591",Dec-19,"535,805",Dec-18,"464,629",Dec-17
지란지교시큐리티,"5,760",-50,-0.86,"37,784",-0.86,A208350,"37,784","21,791",5.67,Dec-19,5.98,Dec-19,"61,524",Dec-19,"54,258",Dec-18,"43,594",Dec-17
바이오로그디바이스,"1,740",-25,-1.42,"1,246,072",-1.42,A208710,"1,246,072","214,669",7.79,Dec-19,6.79,Dec-19,"90,419",Dec-19,"81,464",Dec-18,"70,020",Dec-17
디와이파워,"15,350",-350,-2.23,"160,148",-2.23,A210540,"160,148","243,568",7.55,Dec-19,5.55,Dec-19,"343,476",Dec-19,"385,733",Dec-18,"324,494",Dec-17
SK디앤디,"36,400",-300,-0.82,"37,172",-0.82,A210980,"37,172","133,809",18.09,Dec-19,9.86,Dec-19,"454,720",Dec-19,"562,772",Dec-18,"330,812",Dec-17
덕산네오룩스,"39,700",-400,-1,"221,003",-1,A213420,"221,003","874,452",21.21,Dec-19,19.57,Dec-19,"97,873",Dec-19,"90,692",Dec-18,"100,405",Dec-17
클래시스,"13,450",-500,-3.58,"432,101",-3.58,A214150,"432,101","586,101",51.4,Dec-19,41.15,Dec-19,"81,133",Dec-19,"47,481",Dec-18,"34,868",Dec-17
민앤지,"17,200",-450,-2.55,"77,496",-2.55,A214180,"77,496","133,527",21.8,Dec-19,19.32,Dec-19,"123,737",Dec-19,"107,326",Dec-18,"80,478",Dec-17
퓨쳐스트림네트웍스,"1,160",10,0.87,"2,099,111",0.87,A214270,"2,099,111","240,965",5.32,Dec-19,5.94,Dec-19,"145,425",Dec-19,"111,455",Dec-18,"34,193",Dec-17
이노션,"60,400",100,0.17,"65,814",0.17,A214320,"65,814","392,339",9.56,Dec-19,7.42,Dec-19,"1,274,274",Dec-19,"1,239,176",Dec-18,"1,138,685",Dec-17
파마리서치프로덕트,"61,300",600,0.99,"65,197",0.99,A214450,"65,197","395,498",22.73,Dec-19,17.71,Dec-19,"83,871",Dec-19,"64,280",Dec-18,"54,469",Dec-17
메가스터디교육,"54,800","-1,200",-2.14,"74,679",-2.14,A215200,"74,679","408,513",13.64,Dec-19,11.07,Dec-19,"437,346",Dec-19,"356,852",Dec-18,"252,148",Dec-17
인크로스,"49,250",-250,-0.51,"79,346",-0.51,A216050,"79,346","385,730",35.43,Dec-19,27.03,Dec-19,"34,463",Dec-19,"35,769",Dec-18,"36,750",Dec-17
제너셈,"5,330",-30,-0.56,"23,276",-0.56,A217190,"23,276","12,239",8.17,Dec-19,8.73,Dec-19,"36,952",Dec-19,"28,294",Dec-18,"27,665",Dec-17
러셀,"4,625",-275,-5.61,"2,284,595",-5.61,A217500,"2,284,595","1,056,452",12.03,Dec-19,10.26,Dec-19,"41,027",Dec-19,"31,261",Dec-18,"36,114",Dec-17
켐온,"3,475",50,1.46,"1,417,341",1.46,A217600,"1,417,341","495,437",9.03,Dec-19,9.23,Dec-19,"20,914",Dec-19,"19,450",Dec-18,"15,549",Dec-17
엔에스,"10,500",-100,-0.94,"78,529",-0.94,A217820,"78,529","81,106",8.53,Dec-19,6.62,Dec-19,"65,057",Dec-19,"50,648",Dec-18,"42,165",Dec-17
RFHIC,"38,400","1,150",3.09,"227,179",3.09,A218410,"227,179","858,868",16.64,Dec-19,18.71,Dec-19,"107,768",Dec-19,"108,101",Dec-18,"62,055",Dec-17
링크제니시스,"7,400",-140,-1.86,"107,956",-1.86,A219420,"107,956","78,586",9.03,Dec-19,5.01,Dec-19,"11,404",Dec-19,"11,631",Dec-18,"11,793",Dec-17
하이즈항공,"5,100",-50,-0.97,"51,844",-0.97,A221840,"51,844","26,121",5.2,Dec-19,5.03,Dec-19,"73,686",Dec-19,"51,699",Dec-18,"44,684",Dec-17
씨아이에스,"13,500",-650,-4.59,"1,476,460",-4.59,A222080,"1,476,460","2,009,703",15.31,Dec-19,11.13,Dec-19,"100,552",Dec-19,"43,594",Dec-18,"25,408",Dec-17
씨엠에스에듀,"6,480",340,5.54,"11,491,677",5.54,A225330,"11,491,677","7,670,385",11.63,Dec-19,7.48,Dec-19,"82,117",Dec-19,"70,145",Dec-18,"63,999",Dec-17
